condition,taxa561,taxa207244,taxa61170,taxa29465,taxa2172,taxa447020,taxa838,taxa244127,taxa836,taxa100883,taxa577310,taxa1357,taxa1378,taxa724,taxa117563,taxa644652,taxa1578,taxa872,taxa40544
H2029,,0.0227883,0.0118895,0.0317055,,,0.00693557,0.033687,,0.00495398,0.107006,0.00396318,0.000990796,0.119886,,0.00792636,0.00198159,0.000990796,
H2029,,0.0124087,0.00992695,0.00413623,0.000827246,,0.00165449,0.0115814,0.00248174,0.000827246,0.00330898,0.00661797,0.000827246,0.000827246,,0.00496348,0.00165449,,0.000827246
H2029,,0.000736366,0.00736366,0.0780548,,,0.0243001,1.90351,,,2.26874,,0.0022091,0.000736366,,,0.000736366,,
H2029,0.00537615,0.00134404,0.00179205,0.00134404,1.19485,0.000448013,0.0864664,0.0851224,0.00134404,0.000448013,0.0277768,0.00224006,0.000896025,0.00672019,0.000448013,0.00537615,0.00313609,0.0143364,0.000448013
H2029,0.0038361,0.00191805,0.00685018,0.00274007,1.4969,0.000822021,1.84434,0.117275,0.0260307,0.00219206,0.106863,0.00657617,0.000822021,0.0221946,0.000548014,0.00219206,0.00137004,0.00876823,
H2029,0.0306117,0.000979573,0.00293872,0.00122447,0.7817,0.00391829,1.68438,0.0876718,0.0546112,0.000244893,0.406523,0.00146936,,0.025224,0.000244893,0.00416319,0.0073468,0.0222853,
H2029,,0.00233204,0.200166,0.00272071,,0.000388673,0.425596,35.1403,0.00155469,0.000388673,0.00699611,0.00583009,0.00116602,0.000777345,0.00349805,0.00505274,0.403831,0.00155469,
H2029,0.000676105,0.00676105,0.013184,0.00574689,,0.0125079,0.494909,5.7638,,0.00338053,0.00540884,0.00540884,0.00202832,,0.00135221,0.0158885,0.00473274,0.0311008,0.000676105
H2029,0.147357,0.00494485,0.0538989,0.00197794,,0.0158235,0.265786,9.09952,0.00148346,0.00222518,0.00222518,0.385204,0.00197794,0.000247243,0.0017307,0.026455,0.0902436,0.0210156,0.00123621
H2029,0.000375322,0.00450386,0.0146376,0.00600515,,0.000375322,0.561857,0.50706,,0.000375322,0.0457893,0.556602,0.00150129,0.00112597,0.00150129,0.0146376,0.217687,0.0562983,0.00750644
H2029,0.000814442,0.00447943,0.0309488,0.00407221,,,0.827473,3.2032,0.00122166,0.000407221,0.0101805,0.251255,0.000814442,0.000407221,0.00122166,0.00366499,0.0142527,0.106285,0.0122166
H2029,0.000437344,0.000874688,0.00131203,0.015307,0.000437344,0.000437344,33.2285,0.470582,0.00437344,,0.0341128,0.000874688,0.000437344,0.00262406,0.00262406,0.000437344,0.0441717,0.283399,0.143449
H2029,,0.000461572,0.00646201,0.00276943,,,9.99072,2.87929,0.00138472,0.000461572,0.00230786,0.0263096,,0.000461572,,0.000461572,0.00230786,0.134779,0.0512345
H2029,0.00172339,0.0031021,0.0413613,0.0627314,,0.00241274,6.81876,12.2081,0.00172339,0.00137871,0.00758291,0.0031021,0.000344678,0.0062042,,0.00379146,0.0355018,0.132701,0.0275742
H2029,0.103941,0.0010999,0.00824928,0.0175985,0.545828,0.00467459,0.0879923,0.125939,0.092392,0.00164986,0.11989,0.00192483,0.000549952,0.0866175,0.00137488,0.00357469,0.00247478,0.0057745,
H2029,,0.00752474,0.0109977,0.000578826,,0.000289413,0.273785,2.12892,0.000868239,0.00144706,0.0147601,6.26637,0.00115765,0.000289413,0.0101295,0.0141812,0.313145,0.00955063,0.000868239
H2029,,0.00183281,0.0748398,0.00152734,,,1.22493,2.49232,0.000916405,0.000305469,0.0644539,0.318604,0.000610937,0.000916405,0.00397109,0.0048875,0.0943898,2.40801,0.00885859
H2029,0.00649301,0.00236109,0.00118055,0.00177082,0.488746,0.000590273,1.27912,0.0501732,0.0177082,,0.0424997,0.000590273,,0.00413191,,0.000590273,0.00413191,0.00708328,
H2029,,0.00778246,0.0124519,0.0202344,,,0.00466948,0.00155649,0.00233474,,0.00311299,0.0194562,0.00700422,0.00389123,,0.00311299,0.000778246,,0.000778246
H2029,,0.0419922,0.0101799,0.00890744,,0.0114524,0.00763495,0.0101799,,0.072532,0.00127249,0.0178149,0.00890744,0.0203599,0.00381747,0.0152699,0.00381747,,
H2029,0.0242915,0.0377868,0.031489,0.00809717,,,0.0062978,0.0251912,0.000899685,0.0188934,0.0503824,0.150247,0.0116959,0.0224921,,0.0125956,0.00179937,0.000899685,
H2029,0.00692118,,0.0207635,0.047064,0.00138424,,0.0249163,0.373744,,0.0207635,0.819468,0.00830542,0.00138424,0.120429,0.00276847,0.00968965,,0.00138424,
H2029,,0.0154066,0.0374161,0.0726312,,0.0198085,0.0286123,0.147463,,0.0110047,0.0462199,,0.0176076,0.110047,,0.00880379,0.0154066,0.00220095,
H2029,0.00128236,0.0243649,0.0205178,0.028212,,,0.0307767,0.0615535,0.00897655,0.00769418,0.150037,0.00256473,0.00128236,0.0153884,,0.00384709,,,
H2029,,0.0338031,0.0390036,0.0403037,,0.00260024,0.022102,0.101409,,0.00910084,0.413438,0.0182017,0.00520048,0.497946,0.00390036,0.00780072,,0.00390036,
H2029,0.00830022,0.0207505,0.0238631,0.00830022,0.00103753,,0.0228256,0.0560265,0.00311258,0.0166004,0.0830022,0.00311258,0.00207505,0.0103753,,0.0145254,0.00415011,0.00103753,
H2029,0.0211981,0.0438094,0.0310906,0.00706604,,0.0127189,0.0113057,0.107404,,0.125776,0.40983,0.00565283,0.00989246,0.0113057,,0.0141321,0.0127189,,
H2029,0.00281167,,0.0393634,0.0618568,,0.00281167,0.01687,1.50425,,0.0253051,0.13496,,0.00562335,,0.00562335,,0.00562335,,
H2029,0.00102028,0.000510138,0.00382603,0.0033159,0.431066,,1.35008,0.0716743,0.00204055,,0.312459,0.0081622,0.00561151,0.00178548,0.000255069,0.00612165,0.00510138,0.0196403,
H2029,0.00174314,0.000435785,0.000435785,0.0745192,4.11686,,10.1852,0.0714687,0.00479363,,0.0980516,0.00087157,,0.437528,,,0.000435785,0.00610099,0.000435785
H2029,0.00597409,0.00796546,0.0169266,0.0139395,,0.00796546,15.0255,2.35246,0.000331894,0.00763356,0.00232326,0.0112844,0.00597409,0.000331894,0.00132758,0.00398273,0.290739,0.0142714,0.0053103
H2029,0.00244842,0.00122421,0.000244842,0.000489684,9.98636,0.00538652,0.0543549,0.101609,0.00783494,0.00612104,0.00391747,0.000979367,0.000734525,0.00195873,0.000734525,0.0029381,0.00146905,0.00171389,
H2029,0.0243565,0.000619233,0.000206411,0.000412822,6.4231,0.000825645,0.0850414,0.0359155,0.000619233,0.0158937,0.0276591,0.00103206,0.00247693,,0.00536669,0.00454105,0.00165129,0.00474746,0.000206411
H2029,0.0195157,0.00240605,0.00160403,0.0216545,4.24454,0.000267339,1.33081,0.0748549,0.00160403,0.00320807,0.116025,0.00133669,0.00213871,0.00855485,0.00187137,0.00908952,0.000802017,0.0243278,
H2029,0.0961493,0.00068191,0.00750101,0.00102286,1.60624,0.00306859,0.371982,0.120698,0.199459,0.0136382,0.16059,0.00272764,0.00238668,0.0388688,,0.00272764,0.0037505,0.015002,
H2029,0.0778243,0.000451156,0.00135347,,4.14454,0.0060906,0.311297,0.0248136,0.10151,0.00180462,0.178432,0.000676733,,0.00135347,0.00112789,0.00315809,0.00924869,0.0216555,
H2029,,,0.0236323,0.826056,,,0.038671,0.301849,0.00214839,,3.36545,0.0461904,0.0204097,0.00322258,0.00107419,0.00859356,,,
H2029,0.00114838,0.0195225,0.0172257,0.0264128,,,0.0126322,0.024116,,,0.0757932,0.0424902,0.00344515,0.0333031,0.00344515,0.00803868,0.00114838,0.00114838,
H2029,,0.00476957,0.00715436,0.00596196,,,0.088237,0.171705,,,3.70953,0.00715436,0.00119239,0.00953914,0.00357718,0.00119239,0.00238479,,
H2029,,0.118357,0.015003,0.140028,,,0.118357,0.003334,0.003334,0.001667,0.401747,,0.001667,0.215043,0.001667,0.003334,,,
H2029,,0.000921982,0.00553189,0.0202836,,,0.0239715,0.346665,0.000921982,,2.03297,0.00829784,,0.00368793,,,0.000921982,,
H2029,,,0.00269003,0.0251069,,,0.0197269,0.166782,,,0.843772,0.00896676,,0.00538006,,,0.000896676,,
H2029,,0.00117385,0.0117385,0.0187815,0.00117385,,0.00704308,0.74774,0.00821693,,6.93861,0.00234769,0.00234769,0.00586923,,,0.00234769,,
H2029,,,0.00521088,0.00833741,,,0.0521088,0.647192,0.00416871,,3.0171,0.00208435,0.00104218,0.00312653,,,,,
H2029,0.000476772,0.0128728,0.00905866,0.0143032,,,13.3692,0.57594,0.00143032,0.00143032,0.000476772,0.110611,0.000953543,0.00286063,0.000476772,0.00190709,0.0033374,0.113948,0.0181173
H2029,0.00228829,0.00196139,0.0107877,0.0212484,,0.00326899,21.1494,4.89466,0.000326899,0.000326899,0.000980697,0.000980697,0.000980697,0.0013076,0.000653798,0.00326899,0.00751867,0.0918586,0.0176525
H2029,,0.00127309,0.0331004,0.00222791,,0.000636545,31.6968,0.704019,0.00159136,0.000318273,0.0894346,0.0289628,0.000318273,0.00922991,0.000636545,,0.00477409,2.37654,0.0690652
H2029,0.00155565,0.00062226,0.0062226,0.00684486,,0.00062226,3.96566,0.383623,0.00155565,0.00031113,0.0395135,0.559723,0.00186678,0.0236459,0.0031113,0.0031113,0.0220902,0.165832,0.0242681
H2029,,,0.0178788,,,0.00278114,2.53601,13.9554,0.000794613,,0.140646,0.00754882,0.00357576,0.00317845,0.000397306,0.00397306,0.0198653,0.088202,0.00874074
H2029,0.000299701,0.000299701,0.0836165,0.0014985,,0.0101898,4.64926,2.75185,0.000599402,0.000299701,0.0941061,0.0173827,0.000899103,0.0194806,0.000899103,,0.0383617,0.168732,0.0146853
H2029,0.00240618,0.00106941,0.01818,0.00641648,,0.0203188,28.5434,0.343549,0.000267353,0.00080206,0.089296,0.012833,0.00080206,0.556897,0.01818,0.00668383,0.752599,0.647797,0.0844836
H2029,,,0.0844589,0.000623313,,,1.67453,0.0994184,0.000311657,,0.00592148,0.00903804,0.00249325,,0.0373988,0.00186994,0.00779141,0.00623313,0.000623313
H2029,,0.000509367,0.0117154,,0.00280152,,8.30905,1.0195,0.000509367,0.000254684,0.00178279,0.0300527,0.00254684,,0.0208841,0.0119701,0.445951,0.0206294,0.000764051
H2029,0.000308213,0.00123285,0.0542455,0.00184928,,0.00462319,13.1527,0.362458,0.00277392,0.00154106,0.170134,0.00400677,0.00184928,0.0465402,0.00678068,0.00215749,0.297117,0.113731,0.0721218
H2029,,0.0101921,0.00780669,0.000216852,0.000216852,0.0091078,4.00982,0.488352,0.00108426,0.00997521,0.0045539,0.216636,0.00195167,0.00108426,0.0284077,0.0281908,0.160471,0.0160471,0.00346964
H2029,,,0.041443,0.00294519,,0.00021037,4.99756,0.417796,0.00231407,,0.0241926,0.0193541,0.00483852,0.00021037,0.114652,0.000841482,0.00799408,0.100767,0.00841482
H2029,,0.0144043,0.0126038,0.00540161,5.77432,,0.0252075,0.367309,0.00540161,,0.00540161,0.00900268,,,,0.0198059,1.97159,0.00720215,0.00540161
H2029,,0.00139107,0.0111286,0.00278214,0.111286,,0.0166929,0.612072,0.00278214,0.00139107,0.057034,0.00139107,,,0.00139107,0.00278214,0.261522,0.00278214,0.0945929
H2029,,0.00880406,0.0105649,0.00176081,0.862798,,0.0140865,0.253557,0.00528243,,0.0158473,0.00352162,,,,,0.165516,0.00176081,0.128539
H2029,,0.00695834,0.020875,,0.441854,,0.0313125,0.734105,0.0156563,,0.0243542,0.00173958,,,0.00173958,0.00869792,0.694094,0.00521875,0.0852396
H2029,,0.0127508,0.00850051,0.00141675,0.034002,,0.00566701,0.0963391,0.011334,,0.111923,0.017001,,0.0028335,,,0.0453361,0.0028335,0.252182
H2029,,0.00460031,0.0153344,0.00306687,0.538236,0.00153344,0.0153344,2.06094,0.00153344,,0.0475365,0.0107341,,,,,0.211614,0.00306687,0.0935396
H2029,,0.00270354,0.0135177,0.00675886,0.804304,,0.0162213,1.93168,0.00405531,,0.0310907,0.0094624,,0.00135177,,0.00135177,0.158157,,0.0459602
H2029,,,0.00968687,0.00484344,0.0181629,,0.0145303,0.0520669,0.0108977,,0.205846,,0.00121086,0.00726515,,,0.0508561,0.0145303,0.145303
H2029,,0.00383465,0.0115039,0.00383465,0.947159,0.00575197,0.0210906,1.00851,,,0.0287599,0.0383465,0.00191732,0.0172559,,0.0076693,0.308689,0.0115039,0.0153386
H2029,,0.00619425,0.0325198,0.00774281,2.88188,,0.0170342,0.257061,,0.00154856,0.0123885,0.0975595,0.00154856,0.00309713,0.00309713,0.00464569,0.22609,0.00154856,0.00774281
H2029,0.0130045,0.00181457,0.108874,0.0136093,,0.0136093,0.153936,4.65983,0.000907287,0.0244968,0.00816559,0.322994,0.000907287,0.016936,0.0157263,0.00574615,0.00786316,0.42703,0.00665344
H2029,0.00645109,0.00564471,0.0600758,0.000403193,,0.00201597,0.284654,1.99944,0.000806387,0.00927345,0.00403193,4.94678,0.00322555,,0.014515,0.093944,0.0887025,1.80308,0.0221756
H2029,0.00347021,0.000771159,0.0886832,0.00269906,0.0019279,0.000771159,0.647773,14.3096,0.00115674,0.00462695,0.0131097,0.0593792,0.00347021,0.00539811,0.00347021,0.00424137,0.00655485,1.21689,0.0327742
H2029,0.000331547,,0.0106095,0.00232083,0.000165773,0.000165773,0.0573576,20.0878,0.000663094,,0.00513898,0.00480743,0.00265237,0.00712826,0.00994641,0.000828867,0.00049732,0.393712,0.0377963
H2029,0.00308314,0.00102771,0.182419,0.00282622,,0.00231236,0.249992,6.16552,0.00205543,0.000770786,0.00436779,0.132318,0.000770786,0.000256929,0.00385393,0.00308314,0.0184989,0.66673,0.00976329
H2029,0.00677158,0.000307799,0.0261629,0.000307799,0.000307799,0.00400139,0.305029,10.4233,0.00246239,0.000923398,0.0289331,0.0563273,0.000923398,0.0012312,0.0018468,0.00246239,0.0227771,2.76989,0.301028
H2029,0.00256051,0.00256051,0.0793758,0.000640127,0.00128025,0.000640127,1.49086,9.54173,0.000640127,0.00192038,0.00320064,1.29306,0.00192038,,0.0115223,0.0320063,0.0307261,1.21752,0.0332866
H2029,0.000404099,,0.145476,0.000808198,,,0.662319,1.20502,0.000808198,,0.00484919,0.147496,0.0012123,,0.00646559,0.00282869,0.00646559,3.33018,0.0129312
H2029,0.00048564,,0.145206,0.00582768,,,2.22374,5.3974,0.00194256,,0.0179687,0.0723603,0.000971279,0.00194256,0.000971279,0.000971279,0.00388512,0.101013,0.00194256
H2029,0.00165784,0.0041446,0.0323279,0.00124338,,0.00041446,0.466267,1.65577,0.000828919,0.0198941,0.00290122,1.21768,0.00124338,,0.00621689,0.0165784,0.0128482,0.0484918,0.00580244
H2029,,0.0167971,0.0195966,0.236559,,,0.0265954,0.0769866,,0.0475917,0.134377,0.0405929,0.00419927,0.478717,,0.00419927,0.0195966,0.00139976,
H2029,,0.000905207,0.00181041,0.00995727,0.000905207,,0.00543124,0.0325874,,0.00181041,0.174705,0.000905207,,0.00271562,,0.000905207,,,
H2029,,0.0134346,0.00610665,0.0280906,,,0.0158773,0.0793864,,0.0195413,0.979506,0.0085493,0.00122133,0.10992,,0.00488532,,,
H2029,0.00187383,0.00749534,0.00281075,0.0252968,,,0.133042,0.0477828,0.0421613,0.0131168,0.316678,0.0140538,,0.0140538,,0.000936917,0.000936917,,
H2029,0.00103381,0.0217099,0.00930425,0.0754678,,,0.00620283,0.0506565,,,0.0310142,0.00516903,0.00103381,0.0248113,0.00103381,0.00206761,,,
H2029,,0.0080837,0.03118,0.491951,,0.00115481,0.0334896,0.115481,,0.00461926,0.705592,0.00230963,0.00577407,0.83955,0.00115481,0.00115481,,0.00692889,
H2029,0.00232342,,0.00464684,0.188197,,,0.155669,0.0766729,,0.00464684,2.79275,,0.00464684,0.592472,,,,0.00232342,
H2029,0.00137336,0.0109869,0.0137336,0.049441,0.00137336,0.00549345,0.0206004,0.0741616,0.00137336,0.0508144,0.164803,0.0164803,0.00412009,0.278793,,0.00549345,0.00274672,,
H2029,,0.008831,0.008831,0.035324,,,0.008831,0.0838945,0.0044155,,1.17011,0.00220775,0.00220775,0.0596092,,,,,
H2029,0.0303498,0.0131956,0.023752,0.0131956,,0.00527823,0.0290303,0.068617,,0.0158347,0.352322,0.00131956,0.0105565,0.112162,,0.00791734,0.00263911,,
H2029,,0.00102778,0.00513888,0.0205555,3.45898,,0.782651,0.107916,0.00205555,0.00102778,0.041111,0.0128472,0.00256944,0.00565277,0.00102778,0.00565277,0.0344305,0.0262083,
H2029,0.00284995,0.00512992,0.00427493,0.00398993,13.9297,0.00341994,0.457987,0.0336294,0.0347694,0.000284995,0.0208047,0.00256496,0.000569991,0.0170997,0.00170997,0.00854986,0.0151048,0.00797987,
H2029,,0.0106387,0.0145073,0.0135402,0.000967155,,0.0522264,0.156679,0.00773724,0.00290147,2.82023,,0.00773724,0.209873,0.00193431,,0.00580293,,
H2029,,0.00092798,0.0129917,0.0129917,0.00835182,0.00092798,0.0389751,0.279322,0.00092798,,1.62396,,0.00092798,0.00092798,0.00092798,0.00092798,0.00371192,,
H2029,0.00102529,0.000683527,0.00205058,0.00444293,0.610048,,1.65003,0.138072,0.00170882,,0.514354,0.00170882,,0.00410116,0.000341763,0.00102529,0.00239234,0.0280246,
H2029,0.0214748,0.003014,0.00565125,0.006028,0.956945,0.00339075,1.43504,0.0870292,0.0772338,,0.334177,,,0.150323,0.0007535,0.0037675,0.001507,0.0116792,
H2029,0.00666255,0.00140264,0.00841586,0.00841586,0.549485,0.00140264,3.51292,0.10625,0.0501445,0.000350661,0.732179,0.0017533,,0.0424299,,0.0017533,0.00105198,0.0136758,
H2029,0.010667,0.00243816,0.00487632,0.0298675,0.506528,0.00152385,19.3877,0.154214,0.018591,0.000914311,0.682076,,,0.29837,0.00030477,0.00030477,0.00182862,0.0240769,
H2029,,,0.00137633,0.0137633,,,0.00756981,0.174106,0.00137633,,5.55143,,,0.00206449,,,,,
H2029,,0.0126369,0.0206785,0.00804163,,,0.0275713,0.137857,0.00689283,0.00344641,0.151642,0.0735235,0.00459522,,,0.00459522,0.00804163,,
H2029,0.000539687,0.00161906,0.00161906,0.254193,1.71486,,9.07295,0.0858103,0.000539687,,0.232605,0.00188891,0.00134922,0.100922,0.00107937,0.000809531,0.00377781,0.0286034,
H2029,0.0147419,0.000842393,0.0023587,0.0247664,1.04701,0.000168479,1.29063,0.0997394,0.00589675,,0.143544,0.00134783,0.000168479,0.00884513,0.000505436,0.00311686,0.00876089,0.0181115,
H2029,,0.0015621,0.0015621,0.0101536,0.000781049,,0.00702944,0.267119,,,0.49128,0.0015621,,0.000781049,0.00312419,0.00390524,0.00234315,,0.000781049
H2029,,0.00173105,0.000865524,0.0527969,,,0.00605866,0.142811,,,0.649143,0.00259657,,,,,,,
H2029,,0.000752712,0.00526898,0.0240868,0.00225814,,0.00752712,0.0421519,,,0.033872,0.0301085,0.00451627,0.000752712,0.000752712,0.000752712,0.0180651,,
H2029,,,0.00274607,0.00823821,,,0.0274607,0.367973,0.000915357,,0.567521,,,0.00366143,0.00183071,0.00274607,,,
H2029,,,0.00336567,0.036181,,,0.0286082,0.0479608,0.00168284,,0.108543,0.000841418,0.00168284,0.00336567,0.00757276,0.00168284,0.00168284,,
H2029,,0.0122303,0.00679459,0.00407675,,,0.0135892,0.110072,0.00271783,0.00135892,0.842529,0.0298962,,0.00543567,,0.0081535,,,
H2029,,0.00258216,0.0241001,0.0292644,0.000860719,0.000860719,0.0413145,0.0869326,,0.000860719,0.154929,0.00430359,0.00172144,0.00344287,0.000860719,0.00172144,0.000860719,,
H2029,,0.00324426,0.00432568,0.020547,0.00108142,,0.00865136,0.0421754,0.00324426,0.00108142,0.104898,0.00324426,0.00108142,0.00432568,0.0054071,,0.00108142,,
H2029,,0.00165138,0.00990827,0.023945,,,0.00908258,0.18,0.000825689,,0.807524,,,0.0858716,,,0.000825689,0.000825689,
H2029,,0.00776111,0.0261938,0.0135819,0.000970139,,0.0145521,0.121267,0.00194028,0.00194028,0.536487,0.00194028,0.00194028,0.00291042,,0.000970139,0.00194028,,
H2029,,0.0108987,0.0119886,0.00217974,0.00108987,,0.0141683,0.0697517,0.00980884,0.00217974,0.0980884,0.00326961,0.00217974,0.00217974,0.00217974,0.00653922,0.00435948,,
H2029,,0.000900122,0.0270037,0.0234032,,0.000900122,0.0081011,0.124217,,0.00360049,0.0783107,0.00630086,0.00360049,,0.00450061,0.000900122,,,
H2029,,0.0348922,0.0179176,0.0160315,,,0.00754425,0.0160315,0.00188606,0.00188606,0.00565819,0.0245188,0.00660122,0.00471516,0.000943031,0.0150885,0.0103733,0.000943031,
H2029,,0.0136666,0.0153749,,18.4499,0.00512496,0.0632079,1.78861,0.00683329,,0.0153749,0.00341664,,,,,0.297248,0.0153749,0.0273331
H2029,,0.00566926,0.0321258,,2.38865,0.0037795,0.0113385,1.17165,,,0.0321258,0.00755901,,,,,0.723775,0.00755901,0.0510233
H2029,,0.00852195,0.0136351,0.00340878,9.56674,0.0153395,0.00852195,1.35499,,,,0.00170439,,,,0.00340878,2.87872,,0.00681756
H2029,,0.00335599,0.0234919,0.00167799,2.66801,0.010068,0.0352379,1.80888,0.00671197,,0.0167799,,0.00167799,,,,0.332243,0.00671197,0.0402718
H2029,,0.0133143,0.00760818,0.00190204,3.70709,0.00570613,0.0228245,2.74275,0.00190204,,0.0133143,,,,,0.00951022,0.35378,0.00190204,0.0513552
H2029,,0.00232924,0.0174693,,6.9784,,0.0186339,0.251558,0.00349386,,0.00232924,,0.00349386,,0.00116462,0.00116462,4.4733,,0.00465848
H2029,,0.00937661,0.0187532,0.00937661,2.20975,,0.020316,0.664177,0.00312554,,0.00937661,,,,0.00156277,0.00156277,0.573536,,0.0234415
H2029,,0.0052512,0.0157536,0.0026256,29.2978,0.00787681,0.0249432,0.656401,,,0.0013128,0.00787681,,,,0.00656401,1.13032,,0.0013128
