condition,taxa561,taxa207244,taxa61170,taxa29465,taxa2172,taxa447020,taxa838,taxa244127,taxa836,taxa100883,taxa577310,taxa1357,taxa1378,taxa724,taxa117563,taxa644652,taxa1578,taxa872,taxa40544
H2029,,0.0133198,0.00832487,0.00499492,1.82648,0.00332995,0.0532792,0.64268,0.0066599,,0.0249746,,,,0.00166497,,0.902416,0.00332995,0.0982335
H2029,,0.00112788,0.00451152,0.00338364,0.497395,,0.0124067,0.277458,0.0124067,,0.0563939,0.00112788,,,,,0.200762,0.00338364,0.377839
H2029,,0.0232319,0.031529,0.00663768,,,0.0132754,0.0149348,0.00331884,,0.00331884,0.0796522,0.0132754,0.00331884,0.00165942,0.0248913,0.00497826,,
H2029,,0.0404231,0.0151587,0.0117901,,,,0.016843,,0.00336859,,0.0421074,0.0101058,0.00673718,,0.0185273,,,
H2029,,0.0196599,0.0131066,0.0475114,0.00163832,0.00163832,0.0524264,0.0638946,,,0.135981,0.00491497,,0.0147449,0.00163832,0.00655329,0.0655329,0.00163832,
H2029,,0.012588,0.00801053,0.053785,0.00228872,,0.00686617,0.0640842,0.00114436,0.00114436,0.041197,0.0114436,0.00572181,,0.00228872,0.00343308,0.00686617,,
H2029,,0.00411616,0.0493939,0.00617424,0.335467,0.00617424,0.0205808,3.52961,0.00205808,,0.0493939,0.00411616,,,,,0.201692,0.0185227,0.0843812
H2029,,0.00206458,0.00619374,,4.93228,,0.00412916,0.871253,0.00309687,,0.0268395,0.00619374,0.00103229,,,0.00103229,0.291106,0.00206458,0.372657
H2029,,,0.0141833,0.00257878,9.47831,0.0103151,0.0322348,2.66259,0.00386817,0.00128939,0.00515756,0.0219196,,0.00128939,,0.00386817,0.0683377,0.0103151,0.0206303
H2029,0.00151943,0.0091166,0.0136749,0.00151943,11.7908,,0.0045583,0.372261,0.00303887,,0.00607773,0.00303887,0.00151943,,,0.00151943,0.290212,0.010636,0.0091166
H2029,,0.0289748,0.0619007,0.0144874,,0.00131704,0.0184385,0.110631,,0.00658519,0.03556,0.00395111,0.00263407,0.0223896,0.00131704,0.0171215,,,
H2029,,0.0304678,0.0160357,0.00160357,,,0.00641427,0.0160357,0.00320713,0.00641427,0.0208464,0.00160357,0.00160357,,,0.0224499,0.00320713,,
H2029,0.0194119,0.000554627,0.00194119,0.00277313,0.460063,0.00194119,0.676922,0.118135,0.0604543,0.00083194,0.0967823,0.00166388,,0.0263448,0.000277313,0.00305045,0.00693283,0.013311,
H2029,0.166902,0.000365213,0.00438255,0.00109564,0.505089,0.00365213,0.242501,0.139511,0.0792512,0.00255649,0.0704861,,,0.0467472,,0.00109564,0.00219128,0.0208171,
H2029,0.00204174,0.00272232,0.00136116,0.0197368,1.50885,0.00068058,1.61434,0.0455989,0.00136116,,0.333824,0.00136116,,0.0149728,0.00034029,0.00238203,0.00136116,0.0299455,
H2029,0.00726274,0.0021183,0.000907842,0.00453921,6.09586,0.000302614,0.147676,0.0656672,0.0021183,,0.353453,0.00151307,0.000302614,0.00544705,0.000605228,0.00181568,0.0021183,0.0269326,
H2029,0.0076741,0.000920892,0.00675321,0.0297755,0.914446,0.00214875,1.3399,0.169444,0.042361,0.00214875,0.0724435,0.00184178,0.000306964,0.0813455,0.00122786,0.000613928,0.0178039,0.0131995,
H2029,,0.00214338,0.00321507,0.0353657,2.58134,0.00250061,2.73852,0.260063,0.0210765,0.00285784,0.0882357,,0.00142892,0.134318,0.00321507,0.00214338,0.00107169,0.0110741,
H2029,0.0145224,0.0025135,0.0025135,0.0025135,0.880561,0.00893687,0.171476,0.0726121,0.0248557,0.00502699,0.128188,0.00223422,0.00418916,0.0471979,0.00335133,0.00837832,0.00446844,0.0262521,
H2029,0.0116951,0.00142623,0.00399345,0.0356558,1.82872,0.0042787,3.66741,0.169436,0.0119804,0.00228197,0.176282,0.00313771,0.000855739,0.285817,0.000570493,0.00114099,0.00142623,0.00599018,
H2029,0.00428735,0.000803878,0.00107184,0.0412657,1.22859,0.000535919,0.615503,0.185696,0.0401939,0.00214367,0.0300114,0.00107184,0.00160776,0.0803878,0.00267959,0.00214367,0.00375143,0.00428735,
H2029,0.0317304,,,0.049389,0.0355932,,3.82834,0.134095,0.221837,,0.732557,,,0.000275916,,,0.000275916,0.00441466,
H2029,0.000846606,0.00112881,0.00141101,0.0369685,2.28922,,1.90599,0.180892,,,0.106108,0.00112881,0.00141101,0.00620845,0.000846606,0.000282202,0.00141101,0.0124169,0.000282202
H2029,,0.00292218,0.00584436,0.00146109,,,0.0336051,0.0496771,,0.00292218,,0.0584436,0.0131498,0.00146109,0.00292218,0.048216,0.00146109,,
H2029,,0.0116641,0.0151634,0.00466565,0.256611,,0.0104977,0.479395,0.00233282,,0.0268275,0.00116641,,0.00116641,,0.00466565,0.053655,0.00583206,0.0373252
H2029,,0.0266833,0.0244597,,26.9479,0.011118,0.0155652,1.22298,,0.00222361,0.00444721,0.00222361,0.00222361,0.00222361,,0.00667082,0.231255,0.00667082,0.0222361
H2029,,0.0223368,0.0378007,0.00343643,2.12715,,0.00687285,1.02749,0.00171821,,0.0154639,,0.00343643,,0.00171821,0.00687285,0.231959,0.00171821,0.0360825
H2029,,0.0265393,0.0367467,0.00612445,9.1438,0.0102074,0.0306222,2.59268,,0.00204148,0.0163319,,,,,0.0122489,0.12453,0.00612445,0.0265393
H2029,,0.0170181,0.030942,0.0015471,6.86758,,0.0123768,0.467225,0.0015471,,0.015471,0.0139239,0.0015471,,,0.0030942,0.0665254,0.0015471,0.0139239
H2029,,,0.00304419,0.0157283,0.000507364,,0.00253682,0.0218167,0.00202946,,0.00304419,0.00913256,0.00152209,0.000507364,0.00202946,,0.000507364,,
H2029,,0.0260756,0.0160465,0.044128,0.00300873,0.00200582,0.0431251,0.0160465,0.00200582,,0.0140407,0.0230669,0.00902618,0.0260756,0.00100291,0.00902618,0.00100291,,
H2029,,,0.00496608,0.00620759,0.000620759,,0.00620759,0.0260719,0.0031038,0.000620759,0.031038,0.0111737,0.00124152,,,0.00124152,0.000620759,,0.000620759
H2029,,,0.00472769,0.0890381,,,0.0102433,0.257659,,,1.11022,0.0283661,,0.0110313,0.000787948,,0.0015759,,0.000787948
H2029,,0.0147682,0.0137134,0.0116036,,0.00316462,0.0242621,0.0327011,,0.00105487,0.00949387,0.135024,,0.00105487,,0.0179329,0.0369206,,
H2029,,0.00829721,0.0145201,0.0197059,,,0.0197059,0.177353,,0.00103715,0.469829,0.0238545,0.0020743,0.0041486,,0.0041486,0.0020743,,
H2029,0.00284538,0.0104331,0.0436292,0.0692376,,0.00379384,0.0256084,0.0322477,,0.00379384,0.321528,0.0275054,0.00948461,0.136578,0.00189692,0.0151754,,0.000948461,
H2029,,0.0139322,0.0428683,0.0407249,0.0267927,,0.0117888,0.107171,,0.00107171,0.171473,0.0568005,0.0203625,0.202553,0.00214342,0.00750196,0.018219,,
H2029,,0.0401667,0.0200833,0.00401667,0.00100417,0.00100417,0.0030125,0.0210875,0.00100417,0.0030125,0.00502084,0.121504,0.0130542,,0.00401667,0.0291209,0.006025,,
H2029,,0.0165078,0.0341162,,,0.0385183,0.0451214,0.025312,0.00770365,0.0209099,0.00330156,0.171681,0.0330156,0.00330156,0.00550261,0.027513,0.10565,,
H2029,,0.0362153,0.0253507,0.0048287,0.00120718,0.0229363,0.0120718,0.0253507,,0.0519085,0.0374224,0.00241435,,0.00241435,0.00362153,0.0301794,0.00241435,,
H2029,,0.0273289,0.00869554,0.00745332,,,0.00124222,0.0186333,,0.0062111,0.0236022,0.0062111,0.0062111,,,0.00372666,0.00124222,,
H2029,0.0121477,0.0701868,0.0215959,0.0458914,,0.0188964,0.010798,0.0148472,,0.0458914,0.0364431,0.010798,0.00539898,0.10393,0.00404924,0.0175467,,,
H2029,0.0197609,0.0241522,0.0197609,0.095511,,0.00878262,0.0406196,0.0307392,,0.00548914,0.0944132,0.00768479,0.00768479,4.6504,,0.0274457,0.00878262,0.00219565,
H2029,0.00223761,0.0302078,0.0190197,0.0190197,,,0.0123069,0.0179009,0.00223761,0.0145445,0.0637719,0.0111881,0.00895045,0.00783164,0.00111881,0.0190197,0.00335642,,
H2029,,0.0232516,0.010334,0.00516702,,,0.0111952,0.0206681,,0.00861171,0.0129176,0.00516702,0.00172234,0.000861171,,0.00688937,,,
H2029,,0.0261981,0.0241828,,7.04123,,0.0181371,0.916932,,,0.0181371,0.00201524,,,,0.0120914,0.0624723,0.00201524,0.0765789
H2029,,,0.00371284,0.413053,10.5811,0.000232052,0.304453,0.29842,0.0104424,0.000464105,0.0143873,0.000232052,0.000464105,0.0454823,0.00580131,0.000464105,0.000232052,0.000232052,
H2029,0.000781262,0.00156252,0.00494799,0.0203128,9.35379,,0.850534,0.240629,0.000520841,,0.0164065,0.00156252,0.00156252,0.00260421,0.00156252,0.0062501,0.00833346,0.00729178,
H2029,,,0.0256964,0.00171309,9.85199,0.00171309,0.0291226,0.570459,,0.00171309,0.00342618,0.0616713,,,,0.00342618,1.09295,0.00513927,0.00685237
H2029,,0.00122619,0.00183929,0.253209,10.2353,,0.399739,0.076637,0.000919645,,0.035253,0.000306548,0.000306548,0.0493543,,0.00214584,0.00245239,0.00551787,
H2029,0.0128954,0.00214924,0.00268655,0.0244476,9.61381,,1.03002,0.0276714,0.00107462,,0.0362684,0.00268655,0.00161193,0.00940291,0.000805964,0.00376117,0.00752233,0.0131641,
H2029,0.00682912,0.0032137,0.00642741,0.0156668,4.44254,,1.38591,0.0642741,0.000803426,,0.0261113,0.0032137,0.000803426,0.00562398,0.000401713,0.00200856,0.0124531,0.0136582,
H2029,0.00212937,0.00177447,0.000354894,0.00745278,9.9924,,0.213646,0.0748827,0.00141958,,0.0216486,0.00141958,0.000354894,0.00283915,0.000354894,0.00177447,0.0060332,0.0149056,
H2029,0.0325387,0.0026031,0.00195232,0.00390465,6.46252,0.00195232,0.110957,0.0549905,0.0458796,,0.0283087,,0.00130155,0.0146424,,0.0026031,0.0104124,0.00976162,
H2029,0.00238384,0.00510823,0.00578932,0.182875,0.120895,,24.6577,0.0572121,0.00102165,,2.53232,0.000681097,0.00817316,0.262563,0.0149841,0.000340548,0.00238384,0.00476768,
H2029,0.00183018,0.00671067,0.00457546,0.303505,0.157701,,29.9632,0.0350785,0.00122012,,2.93317,0.000305031,0.00732073,0.079613,0.0332483,0.000305031,0.000610061,0.00213521,
H2029,0.00386951,0.00105532,0.0147745,0.150207,2.29708,0.00703547,13.4205,0.166389,0.00105532,,2.88419,,0.00105532,0.10518,0.00844256,0.00246241,0.00140709,0.0105532,
H2029,,0.00458159,0.0183263,,0.112249,0.00458159,0.0412343,1.62875,0.00687238,,0.160356,0.00458159,,,,0.00687238,0.416924,0.0251987,0.167228
H2029,,0.00515367,0.0171789,0.00343578,0.503341,,0.0206147,0.549724,0.00858944,,0.0652798,,,,,,0.0962017,0.00515367,0.139149
H2029,,0.00228977,0.0080142,0.00114489,0.64686,,0.0137386,1.85013,,,0.040071,0.00457954,,0.00114489,,0.00114489,0.0709829,0.00114489,0.0228977
H2029,,0.00442664,0.0331998,,0.331998,0.00221332,0.0110666,1.6777,0.00442664,,0.0354131,0.0199199,,,,0.00221332,0.245678,0.0110666,0.0686129
H2029,,0.00158045,0.00948272,,19.8015,0.00948272,0.0379309,0.59267,0.00474136,,,0.0110632,,,,0.00948272,0.0410918,0.00632181,0.0142241
H2029,,0.00336729,0.0134691,,2.09109,,0.0185201,0.79468,0.0151528,,0.0572439,0.00168364,,,,0.00168364,0.348514,0.00336729,0.11112
H2029,,0.0018135,0.0054405,0.003627,4.8094,0.007254,0.0344565,0.962968,,,0.014508,0.007254,,,,,0.904936,0.0018135,0.010881
H2029,,0.00191655,0.00574966,0.00766621,0.0114993,,0.0249152,0.137992,0.00383311,,0.151408,,,0.00574966,,,0.0977442,,0.348813
H2029,,0.00833843,0.00833843,0.00138974,6.51231,,0.0166769,0.216799,0.00277948,,0.00138974,0.00694869,0.00138974,,0.00416921,,2.23331,0.00138974,0.00138974
H2029,0.00427277,0.00427277,0.0160229,,6.67407,,0.0138865,0.565074,,,0.00427277,0.0640916,,,,,0.703939,0.00213639,0.00106819
H2029,0.05149,0.07803,0.06673,,,,8.03464,,,,,0.20182,,,,,,,0.64006
H2029,,0.1018,,,,,,,,,0.09105,,,0.08575,,,,,
H2029,0.02934,0.08066,0.01782,,,0.70866,,,,,,0.08555,,,,,0.17639,,
H2029,,0.07709,0.03665,,,0.51974,,,,,,0.02367,,,,,,,
H2029,0.11105,0.01019,,,,0.01278,,,,,,,,0.18185,,,,,
H2029,0.67299,,,,,,,,,,0.04164,,,,,,,,
H2029,1.7649,0.0143,,,,,,,,,0.00673,,,,,,,,
H2029,,,,0.02748,,0.042,,,,,0.00462,,,1.36942,,,,,
H2029,0.04696,,,0.09266,,,,,,,0.06939,,,0.16125,,,,,
H2029,,,,,,,,,,,0.06033,,,,,,,,
H2029,0.16032,,,,,,0.0574,,,,0.04648,,,,,,,,
H2029,,,,0.01007,,0.01904,,,,,0.1002,,,0.19515,,,,,
H2029,0.88981,0.00319,,,6.98195,0.0312,0.09597,,,,,,,,,,,0.1109,
H2029,0.76447,,,,2.11606,,,,0.00269,,,,,,,,,,
H2029,0.50827,0.18952,0.24078,,,0.13068,0.13988,,,0.00563,,0.01192,,,,,0.2896,,0.2026
H2029,0.1311,0.02917,0.0236,,,0.06555,0.38018,,0.00103,,0.00373,,,,,,0.03245,0.12417,0.61984
H2029,0.12982,0.01494,,0.03282,,0.00434,25.0016,,,,,,,0.01527,,,,0.08051,1.04672
H2029,0.28403,0.23569,0.14272,,,0.07311,2.85672,,,,,0.18468,,,,,,,0.05983
H2029,,0.12918,,,,0.05963,0.98776,,,,0.09257,0.27985,,,,,0.63669,,0.07
H2029,5.56084,0.18226,0.20611,,,0.52692,0.25957,,0.01026,,,0.35072,,,,,,,
H2029,0.23674,0.16598,,,,0.26879,1.25944,,,,,,,,,0.01356,,,
H2029,,0.26055,0.42698,,,0.04657,0.19939,,,,,,,,,,2.45094,,
H2029,,,0.15655,,,,2.38117,,,,,,,,,,0.17697,0.41874,
H2029,0.06315,0.55694,0.01475,,,0.05593,0.86964,,,,,0.50717,,,,,1.77425,,
H2029,,,,,6.89201,0.23259,,,,,,,,,,,1.4605,,0.0431
H2029,,,,,0.14036,,,,,,,,,,,,0.12674,,0.80141
H2029,,,,,0.67025,,,,,,,,,,,,0.01251,,0.69468
H2029,,,,,,,,,,,,,,,,,0.00823,,2.38675
H2029,,,,,0.05347,,,,,,,,,,,,,,3.99534
H2029,,,,,0.60507,,,,,,,,,,,,0.0088,,1.79976
H2029,,,,,0.85652,0.04673,,,,,,,,,,,0.06241,0.0281,0.71425
H2029,0.04705,,,,2.93408,0.11649,,,,,,0.03745,,,,,0.16398,,0.15254
H2029,,,,,0.54243,0.06226,,,,,,,,,,,,,1.16431
H2029,,,,,1.04605,,,,,,,,,,,,,,0.46085
H2029,,0.12104,,0.06055,,,,,,,,,,0.05843,,,,,
H2029,0.23767,,,,,,,,,,0.01459,,,,,,,,
H2029,0.20753,0.00555,,,,,,,,,,,,,,,,,
H2029,,,,0.29181,,,,,,,0.00445,,,0.04398,,,,,
H2029,0.25059,,,,,,,,,,0.01528,,,,,,,,
H2029,,0.23808,0.07931,0.10792,,0.00323,10.1177,,,,,,,0.07919,,,,,0.92493
H2029,0.5102,0.26209,,,,,,,,,,,,,,,,,
H2029,,,,,,,,,,,0.13861,,,,,,,,
H2029,0.15227,,,,15.764,,,,,,,,,,,,,,
H2029,0.38329,1.05142,0.00938,0.02916,,0.18915,24.9227,,,,,,,,,,1.07337,,0.03203
H2029,0.14185,0.18091,,0.02801,,0.09407,31.6083,,,,,,,,,,,,0.29373
H2029,0.12264,0.50929,0.07146,0.0543,,0.03878,19.2902,,,,,0.40837,,0.02287,,,,0.03475,0.56976
H2029,0.41308,,,,,,,,,,,,,0.06156,,,,,
H2029,,0.16261,0.01358,,,,,,,,,,,1.38955,,,,,
H2029,0.69721,0.03003,,0.15268,1.84641,0.01603,0.6885,,,,,,,0.10383,,,,,
H2029,2.28195,,,,6.80921,0.04366,,,,,,,,,,,,,
H2029,0.31117,0.26284,0.1708,,,0.07833,0.31916,,,0.07885,,0.07089,,,,0.00778,0.11782,0.05072,0.17843
H2029,0.14887,,,,0.12202,,0.38764,,,,0.00451,,,,,,,0.12714,
H2029,0.04826,0.98249,0.08168,,0.51063,0.2992,3.4338,,,0.13418,,0.12211,,,,,3.58972,,
H2029,0.03645,,,0.45812,,,,,,,0.02982,,,0.55071,,,,,
H2029,0.08362,0.01156,,0.11195,,0.00557,,,,,,,,0.28719,,,,,
H2029,1.41353,,,,,,,,,,0.05661,,,0.01709,,,,,
H2029,0.23199,,,,,,,,,,0.03172,,,0.22578,,,,,
H2029,,,,,,,,,,,0.04775,,,,,,,,
H2029,,,,0.3045,,0.01449,,,,,,,,1.06055,,,,,
H2029,,,,,,0.01112,,,,,0.02341,,,0.3168,,,,,
H2029,,,,0.23645,,,,,,,0.18359,,,0.46573,,,,0.03384,
H2029,0.06463,,,0.00762,,,,,,,0.02746,,,0.17223,,,,,
H2029,0.0312,,,0.03665,,,,,,,0.21175,,,0.63508,,,,,
H2029,0.27737,0.85717,0.19145,,0.54901,0.25008,0.90052,,0.0441,0.52759,,0.02752,,,,,1.44243,,0.12831
H2029,0.11369,0.57388,0.45784,,17.7248,,2.52105,,,0.16387,,0.91045,,,,,0.05688,,
H2029,,0.69468,1.21645,,0.67796,0.04163,5.9487,,,0.37045,,,,,0.22447,,,,
H2029,0.21986,0.2024,,,10.2689,0.20674,12.5359,,,,,,,,,,0.01935,,
H2029,,1.30376,,,33.4883,1.36455,1.82185,,,0.60142,,,,,,0.07136,0.20902,,
H2029,0.08884,0.57309,0.05851,,3.06148,0.51527,2.96841,,,0.06593,,0.20201,,,,,0.12178,,
H2029,,1.31534,0.09396,,9.90092,0.18137,1.05486,,,0.19115,,0.02456,,,,,4.22836,,
H2029,,,0.05659,,0.46428,0.02927,,,,,,,,,,,,0.06204,0.10273
H2029,,,,,5.49142,,,,,,,,,,,,0.15054,,4.86659
H2029,,,,,1.78079,0.01074,,,,,,,,,,,0.19439,,0.94205
H2029,,0.00685,,,25.1723,0.20443,,,,,,,,,,,,0.06853,
H2029,,,,,9.94258,0.01223,,,,,,,,,,,0.61281,,
H2029,,,,,7.89196,0.05363,,,,,,,,,,,2.33593,,
H2029,,,,,0.99194,,,,,,,,,,,,0.02734,,1.47058
H2029,,,,,0.40335,0.06738,,,,,0.00659,,,,,,0.19957,,0.89892
H2029,,,,,,,,,,,,,,,,,,,3.63923
H2029,,0.0278,,,5.37796,0.04817,,,,,,,,,,,0.53762,,0.16102
H2029,,,,,0.56963,0.10448,,,,,,,,,,,0.69844,,0.12011
H2029,,0.00489,,,1.04705,,,,,,,,,,,,0.16012,0.04535,1.31529
H2029,,,,,1.46771,,,,,,,,,,,,0.36875,,2.15164
H2029,,,,,0.72763,0.00293,,,,,,,,,,,0.22474,,4.75661
H2029,,0.00422,,,2.55668,0.06958,,,,,,,,,,,0.28513,,0.33609
H2029,,0.00309,,,35.1411,0.07147,,,,,,,,,,,0.27204,,
H2029,,,,,2.94825,0.15275,,,,,,,,,,,0.1106,,0.8243
H2029,,,,,9.87024,0.01907,,,,,,,,,,,4.92607,,0.05204
H2029,,,,,10.4943,0.14641,,,,,,,,,,,1.54188,,
H2029,,0.00938,,,2.26152,0.05052,,,,,,,,,,,,,0.31134
H2029,,,,,,,,,,,,,,,,,,,
H2029,0.07491,0.12665,,0.04849,,,,,,,0.02705,,,,,,,,
H2029,,0.07448,0.01557,0.08499,5.69836,0.00595,0.35903,,,,0.04308,,,0.17409,,,0.046,0.06404,
H2029,,0.6102,,,,,,,,,,,,0.24418,,,,,
H2029,,0.28811,,,,,,,,,,0.1412,,,,,,,
H2029,0.09799,0.17979,,,,,,,,,,,,,,,,,
H2029,,0.28115,,,,0.05698,,,,,,,,,,,,,
H2029,,,,,,,,,,,,,,,,,,,
H2029,,0.16124,,,,,,,,,0.00578,,,1.36227,,,,,
H2029,0.71883,0.04766,,,12.913,,,,,,,,,,,,,0.07694,
H2029,0.20183,0.05323,,0.0133,16.5498,,0.0265,,,,,,,0.0664,,,,0.02384,
H2029,0.57892,0.08314,,0.11087,10.5082,0.05888,0.47787,,,,,,,0.08778,,,,,
H2029,,0.08545,0.00799,0.03482,29.7857,,0.29817,,,,,,,0.05656,,,,0.03108,
H2029,0.05816,0.1435,0.03303,1.13864,17.9335,0.096,0.26595,0.07639,,,,,,1.4546,,,,,
H2029,0.07148,0.05259,,0.32306,5.5018,0.12861,2.41538,,,,0.03783,,,0.29165,0.01026,,,0.0293,
H2029,,0.40163,,0.70295,0.20726,0.00383,6.79792,,,,0.06954,,,0.91179,,,,,
H2029,0.05732,0.31308,0.05254,,,0.25731,3.34368,,,0.1137,,,,,0.00251,,1.62887,,
H2029,0.08838,0.05551,0.0391,,,0.13825,11.0176,,,,0.0198,,,0.85033,,,0.99866,0.01309,0.25153
H2029,,0.34797,0.17302,,,0.04741,0.96416,,,0.03587,,0.03384,,,,,1.10683,,
H2029,0.02269,0.02483,,,,0.24237,,,,,,,,,,,,,
H2029,0.72102,0.07837,,,,0.25187,,,,,0.00905,,,0.04801,,,,,
H2029,,0.03976,,0.00769,,0.02551,,,,,0.19732,,,0.47582,,,,,
H2029,0.45318,,,,,,,,,,,,,,,,,,
H2029,1.33995,0.02726,,,,0.22011,,0.00957,,,0.03784,,,,,,,,
H2029,2.03766,0.03138,,,,0.00873,,,,,0.11579,,,0.26819,,,,,
H2029,3.64326,0.07368,0.05826,,,0.19864,,,,,,0.08005,,0.23383,,,,,
H2029,0.04312,,,,,,,,,,0.04009,,,0.00754,,,,,
H2029,0.33964,,,,,,0.19279,,0.00609,,0.03248,,,0.14301,,,,,
H2029,,0.92035,,,,0.31732,0.19224,,,0.23592,,,,,,0.03592,0.71498,,
H2029,,0.88329,0.09386,0.00137,,0.16934,4.09665,0.02187,,0.04154,0.03381,0.01,0.00799,0.01985,0.03315,,0.31378,,0.04006
H2029,,1.45649,,,,0.09369,0.0784,,,0.31264,,,,,,,7.15982,,
H2029,,0.20749,0.07899,,,0.04195,7.03722,,,,0.15743,,,0.13296,,,0.47349,,0.49189
H2029,0.03493,0.02809,,,,0.25053,3.65818,,,,0.01473,,,,,,0.20025,0.04372,0.09387
H2029,,0.0078,0.0925,,,0.53498,2.50623,,,,,,,,,,0.17411,0.00376,0.05153
H2029,,0.0519,,,,,,,,,,,,0.33905,,,,,
H2029,,0.00756,,,,,,,,,,,,0.02425,,,,,
H2029,,0.23452,,,,0.0978,,,,,,,,0.03494,,,,,
H2029,,0.19157,,,,0.19716,,,,,,,,,,,,,
H2029,,,,,12.0425,0.16393,,,,,,,,,,,0.25322,,0.13808
H2029,,,,,7.872,0.08437,,,,,,,,,,,,,
H2029,,,,,,0.10603,,,,,,,,,,,,,
H2029,,0.05787,,,,0.02401,,,,,,,,,,,,,
H2029,,0.14291,,,,,,,,,,,,,,,,,
H2029,,0.06271,,,,,,,,,,,,,,,,,
H2029,,0.49358,,,,0.0539,,,,,,,,,,,,,
H2029,,0.32857,,,,,,,,,,,,,,,,,
H2029,0.23109,0.18721,,,,,,,,,,,,,,,,,
H2029,0.42941,0.13121,,0.06015,5.60451,0.00859,0.85338,,,,0.01495,,,0.2915,,,,,
H2029,0.5195,0.01234,,0.01448,0.15968,,1.61529,,,,0.10194,,,0.12598,,,,0.00643,
H2029,0.2317,0.04887,,0.05938,3.53361,0.00874,0.24668,0.07518,,,,,,0.21314,,,,0.08048,
H2029,0.19454,0.0421,,0.12972,5.1127,0.02293,0.69302,,,,,,,0.78739,,,,,
H2029,0.08108,0.03378,0.00401,,0.64416,0.02927,,,,,,,,0.05207,,,,0.11905,
H2029,,0.17222,,0.09729,5.67771,0.02444,0.77067,,,,,,,0.35545,,,,0.10535,
H2029,0.11819,0.02981,,0.0145,1.3897,,0.33275,0.05199,,,0.01495,,,0.14588,,,,0.04138,
H2029,,0.05245,,0.88046,27.2102,0.18193,0.13032,,,,,,,0.30643,,,,,
H2029,0.8847,0.03521,,0.07833,27.2372,0.06226,0.36963,,,,,,,0.06358,,,,0.03686,
H2029,,0.21292,,,,0.24093,,,,,,0.06568,,,,,,,
H2029,0.07348,0.12268,,,33.6936,,0.07405,,,,,,,,,,,0.07018,
H2029,0.199,0.15885,,0.23267,0.07084,0.06508,6.24102,,,,0.03236,,,1.30157,,,,,
H2029,,0.09901,,,,,,,,,,,,,,,,,
H2029,,,,,1.94601,,,,,,,,,,,,0.20363,,0.2264
H2029,,,,,9.50394,,,,,,,,,,,,0.0103,,0.21671
H2029,,0.00431,,,8.00768,0.14093,,,,,,,,,,,0.00376,0.02195,0.37614
H2029,0.12375,0.00214,0.04986,0.00234,,0.02431,0.00532,0.00161,,,0.00694,,,,,,,,1.84278
